# ell deltaell
3.482500000000000000e+03 1.000000000000000000e+00
3.483500000000000000e+03 1.000000000000000000e+00
3.484500000000000000e+03 1.000000000000000000e+00
3.485500000000000000e+03 1.000000000000000000e+00
3.486500000000000000e+03 1.000000000000000000e+00
3.487500000000000000e+03 1.000000000000000000e+00
3.488500000000000000e+03 1.000000000000000000e+00
3.489500000000000000e+03 1.000000000000000000e+00
3.490500000000000000e+03 1.000000000000000000e+00
3.491500000000000000e+03 1.000000000000000000e+00
3.492500000000000000e+03 1.000000000000000000e+00
3.493500000000000000e+03 1.000000000000000000e+00
3.494500000000000000e+03 1.000000000000000000e+00
3.495500000000000000e+03 1.000000000000000000e+00
3.496500000000000000e+03 1.000000000000000000e+00
3.497500000000000000e+03 1.000000000000000000e+00
3.498500000000000000e+03 1.000000000000000000e+00
3.499500000000000000e+03 1.000000000000000000e+00
3.500500000000000000e+03 1.000000000000000000e+00
3.501500000000000000e+03 1.000000000000000000e+00
3.502500000000000000e+03 1.000000000000000000e+00
3.503500000000000000e+03 1.000000000000000000e+00
3.504500000000000000e+03 1.000000000000000000e+00
3.505500000000000000e+03 1.000000000000000000e+00
3.506500000000000000e+03 1.000000000000000000e+00
3.507500000000000000e+03 1.000000000000000000e+00
3.508500000000000000e+03 1.000000000000000000e+00
3.509500000000000000e+03 1.000000000000000000e+00
3.510500000000000000e+03 1.000000000000000000e+00
3.511500000000000000e+03 1.000000000000000000e+00
3.512500000000000000e+03 1.000000000000000000e+00
3.513500000000000000e+03 1.000000000000000000e+00
3.514500000000000000e+03 1.000000000000000000e+00
3.515500000000000000e+03 1.000000000000000000e+00
3.516500000000000000e+03 1.000000000000000000e+00
3.517500000000000000e+03 1.000000000000000000e+00
3.518500000000000000e+03 1.000000000000000000e+00
3.519500000000000000e+03 1.000000000000000000e+00
3.520500000000000000e+03 1.000000000000000000e+00
3.521500000000000000e+03 1.000000000000000000e+00
3.522500000000000000e+03 1.000000000000000000e+00
3.523500000000000000e+03 1.000000000000000000e+00
3.524500000000000000e+03 1.000000000000000000e+00
3.525500000000000000e+03 1.000000000000000000e+00
3.526500000000000000e+03 1.000000000000000000e+00
3.527500000000000000e+03 1.000000000000000000e+00
3.528500000000000000e+03 1.000000000000000000e+00
3.529500000000000000e+03 1.000000000000000000e+00
3.530500000000000000e+03 1.000000000000000000e+00
3.531500000000000000e+03 1.000000000000000000e+00
3.532500000000000000e+03 1.000000000000000000e+00
3.533500000000000000e+03 1.000000000000000000e+00
3.534500000000000000e+03 1.000000000000000000e+00
3.535500000000000000e+03 1.000000000000000000e+00
3.536500000000000000e+03 1.000000000000000000e+00
3.537500000000000000e+03 1.000000000000000000e+00
3.538500000000000000e+03 1.000000000000000000e+00
3.539500000000000000e+03 1.000000000000000000e+00
3.540500000000000000e+03 1.000000000000000000e+00
3.541500000000000000e+03 1.000000000000000000e+00
3.542500000000000000e+03 1.000000000000000000e+00
3.543500000000000000e+03 1.000000000000000000e+00
3.544500000000000000e+03 1.000000000000000000e+00
3.545500000000000000e+03 1.000000000000000000e+00
3.546500000000000000e+03 1.000000000000000000e+00
3.547500000000000000e+03 1.000000000000000000e+00
3.548500000000000000e+03 1.000000000000000000e+00
3.549500000000000000e+03 1.000000000000000000e+00
3.550500000000000000e+03 1.000000000000000000e+00
3.551500000000000000e+03 1.000000000000000000e+00
3.552500000000000000e+03 1.000000000000000000e+00
3.553500000000000000e+03 1.000000000000000000e+00
3.554500000000000000e+03 1.000000000000000000e+00
3.555500000000000000e+03 1.000000000000000000e+00
3.556500000000000000e+03 1.000000000000000000e+00
3.557500000000000000e+03 1.000000000000000000e+00
3.558500000000000000e+03 1.000000000000000000e+00
3.559500000000000000e+03 1.000000000000000000e+00
3.560500000000000000e+03 1.000000000000000000e+00
3.561500000000000000e+03 1.000000000000000000e+00
3.562500000000000000e+03 1.000000000000000000e+00
3.563500000000000000e+03 1.000000000000000000e+00
3.564500000000000000e+03 1.000000000000000000e+00
3.565500000000000000e+03 1.000000000000000000e+00
3.566500000000000000e+03 1.000000000000000000e+00
3.567500000000000000e+03 1.000000000000000000e+00
3.568500000000000000e+03 1.000000000000000000e+00
3.569500000000000000e+03 1.000000000000000000e+00
3.570500000000000000e+03 1.000000000000000000e+00
3.571500000000000000e+03 1.000000000000000000e+00
3.572500000000000000e+03 1.000000000000000000e+00
3.573500000000000000e+03 1.000000000000000000e+00
3.574500000000000000e+03 1.000000000000000000e+00
3.575500000000000000e+03 1.000000000000000000e+00
3.576500000000000000e+03 1.000000000000000000e+00
3.577500000000000000e+03 1.000000000000000000e+00
3.578500000000000000e+03 1.000000000000000000e+00
3.579500000000000000e+03 1.000000000000000000e+00
3.580500000000000000e+03 1.000000000000000000e+00
3.581500000000000000e+03 1.000000000000000000e+00
3.582500000000000000e+03 1.000000000000000000e+00
3.583500000000000000e+03 1.000000000000000000e+00
3.584500000000000000e+03 1.000000000000000000e+00
3.585500000000000000e+03 1.000000000000000000e+00
3.586500000000000000e+03 1.000000000000000000e+00
3.587500000000000000e+03 1.000000000000000000e+00
3.588500000000000000e+03 1.000000000000000000e+00
3.589500000000000000e+03 1.000000000000000000e+00
3.590500000000000000e+03 1.000000000000000000e+00
3.591500000000000000e+03 1.000000000000000000e+00
3.592500000000000000e+03 1.000000000000000000e+00
3.593500000000000000e+03 1.000000000000000000e+00
3.594500000000000000e+03 1.000000000000000000e+00
3.595500000000000000e+03 1.000000000000000000e+00
3.596500000000000000e+03 1.000000000000000000e+00
3.597500000000000000e+03 1.000000000000000000e+00
3.598500000000000000e+03 1.000000000000000000e+00
3.599500000000000000e+03 1.000000000000000000e+00
3.600500000000000000e+03 1.000000000000000000e+00
3.601500000000000000e+03 1.000000000000000000e+00
3.602500000000000000e+03 1.000000000000000000e+00
3.603500000000000000e+03 1.000000000000000000e+00
3.604500000000000000e+03 1.000000000000000000e+00
3.605500000000000000e+03 1.000000000000000000e+00
3.606500000000000000e+03 1.000000000000000000e+00
3.607500000000000000e+03 1.000000000000000000e+00
3.608500000000000000e+03 1.000000000000000000e+00
3.609500000000000000e+03 1.000000000000000000e+00
3.610500000000000000e+03 1.000000000000000000e+00
3.611500000000000000e+03 1.000000000000000000e+00
3.612500000000000000e+03 1.000000000000000000e+00
3.613500000000000000e+03 1.000000000000000000e+00
3.614500000000000000e+03 1.000000000000000000e+00
3.615500000000000000e+03 1.000000000000000000e+00
3.616500000000000000e+03 1.000000000000000000e+00
3.617500000000000000e+03 1.000000000000000000e+00
3.618500000000000000e+03 1.000000000000000000e+00
3.619500000000000000e+03 1.000000000000000000e+00
3.620500000000000000e+03 1.000000000000000000e+00
3.621500000000000000e+03 1.000000000000000000e+00
3.622500000000000000e+03 1.000000000000000000e+00
3.623500000000000000e+03 1.000000000000000000e+00
3.624500000000000000e+03 1.000000000000000000e+00
3.625500000000000000e+03 1.000000000000000000e+00
3.626500000000000000e+03 1.000000000000000000e+00
3.627500000000000000e+03 1.000000000000000000e+00
3.628500000000000000e+03 1.000000000000000000e+00
3.629500000000000000e+03 1.000000000000000000e+00
3.630500000000000000e+03 1.000000000000000000e+00
3.631500000000000000e+03 1.000000000000000000e+00
3.632500000000000000e+03 1.000000000000000000e+00
3.633500000000000000e+03 1.000000000000000000e+00
3.634500000000000000e+03 1.000000000000000000e+00
3.635500000000000000e+03 1.000000000000000000e+00
3.636500000000000000e+03 1.000000000000000000e+00
3.637500000000000000e+03 1.000000000000000000e+00
3.638500000000000000e+03 1.000000000000000000e+00
3.639500000000000000e+03 1.000000000000000000e+00
3.640500000000000000e+03 1.000000000000000000e+00
3.641500000000000000e+03 1.000000000000000000e+00
3.642500000000000000e+03 1.000000000000000000e+00
3.643500000000000000e+03 1.000000000000000000e+00
3.644500000000000000e+03 1.000000000000000000e+00
3.645500000000000000e+03 1.000000000000000000e+00
3.646500000000000000e+03 1.000000000000000000e+00
3.647500000000000000e+03 1.000000000000000000e+00
3.648500000000000000e+03 1.000000000000000000e+00
3.649500000000000000e+03 1.000000000000000000e+00
3.650500000000000000e+03 1.000000000000000000e+00
3.651500000000000000e+03 1.000000000000000000e+00
3.652500000000000000e+03 1.000000000000000000e+00
3.653500000000000000e+03 1.000000000000000000e+00
3.654500000000000000e+03 1.000000000000000000e+00
3.655500000000000000e+03 1.000000000000000000e+00
3.656500000000000000e+03 1.000000000000000000e+00
3.657500000000000000e+03 1.000000000000000000e+00
3.658500000000000000e+03 1.000000000000000000e+00
3.659500000000000000e+03 1.000000000000000000e+00
3.660500000000000000e+03 1.000000000000000000e+00
3.661500000000000000e+03 1.000000000000000000e+00
3.662500000000000000e+03 1.000000000000000000e+00
3.663500000000000000e+03 1.000000000000000000e+00
3.664500000000000000e+03 1.000000000000000000e+00
3.665500000000000000e+03 1.000000000000000000e+00
3.666500000000000000e+03 1.000000000000000000e+00
3.667500000000000000e+03 1.000000000000000000e+00
3.668500000000000000e+03 1.000000000000000000e+00
3.669500000000000000e+03 1.000000000000000000e+00
3.670500000000000000e+03 1.000000000000000000e+00
3.671500000000000000e+03 1.000000000000000000e+00
3.672500000000000000e+03 1.000000000000000000e+00
3.673500000000000000e+03 1.000000000000000000e+00
3.674500000000000000e+03 1.000000000000000000e+00
3.675500000000000000e+03 1.000000000000000000e+00
3.676500000000000000e+03 1.000000000000000000e+00
3.677500000000000000e+03 1.000000000000000000e+00
3.678500000000000000e+03 1.000000000000000000e+00
3.679500000000000000e+03 1.000000000000000000e+00
3.680500000000000000e+03 1.000000000000000000e+00
3.681500000000000000e+03 1.000000000000000000e+00
3.682500000000000000e+03 1.000000000000000000e+00
3.683500000000000000e+03 1.000000000000000000e+00
3.684500000000000000e+03 1.000000000000000000e+00
3.685500000000000000e+03 1.000000000000000000e+00
3.686500000000000000e+03 1.000000000000000000e+00
3.687500000000000000e+03 1.000000000000000000e+00
3.688500000000000000e+03 1.000000000000000000e+00
3.689500000000000000e+03 1.000000000000000000e+00
3.690500000000000000e+03 1.000000000000000000e+00
3.691500000000000000e+03 1.000000000000000000e+00
3.692500000000000000e+03 1.000000000000000000e+00
3.693500000000000000e+03 1.000000000000000000e+00
3.694500000000000000e+03 1.000000000000000000e+00
3.695500000000000000e+03 1.000000000000000000e+00
3.696500000000000000e+03 1.000000000000000000e+00
3.697500000000000000e+03 1.000000000000000000e+00
3.698500000000000000e+03 1.000000000000000000e+00
3.699500000000000000e+03 1.000000000000000000e+00
3.700500000000000000e+03 1.000000000000000000e+00
3.701500000000000000e+03 1.000000000000000000e+00
3.702500000000000000e+03 1.000000000000000000e+00
3.703500000000000000e+03 1.000000000000000000e+00
3.704500000000000000e+03 1.000000000000000000e+00
3.705500000000000000e+03 1.000000000000000000e+00
3.706500000000000000e+03 1.000000000000000000e+00
3.707500000000000000e+03 1.000000000000000000e+00
3.708500000000000000e+03 1.000000000000000000e+00
3.709500000000000000e+03 1.000000000000000000e+00
3.710500000000000000e+03 1.000000000000000000e+00
3.711500000000000000e+03 1.000000000000000000e+00
3.712500000000000000e+03 1.000000000000000000e+00
3.713500000000000000e+03 1.000000000000000000e+00
3.714500000000000000e+03 1.000000000000000000e+00
3.715500000000000000e+03 1.000000000000000000e+00
3.716500000000000000e+03 1.000000000000000000e+00
3.717500000000000000e+03 1.000000000000000000e+00
3.718500000000000000e+03 1.000000000000000000e+00
3.719500000000000000e+03 1.000000000000000000e+00
3.720500000000000000e+03 1.000000000000000000e+00
3.721500000000000000e+03 1.000000000000000000e+00
3.722500000000000000e+03 1.000000000000000000e+00
3.723500000000000000e+03 1.000000000000000000e+00
3.724500000000000000e+03 1.000000000000000000e+00
3.725500000000000000e+03 1.000000000000000000e+00
3.726500000000000000e+03 1.000000000000000000e+00
3.727500000000000000e+03 1.000000000000000000e+00
3.728500000000000000e+03 1.000000000000000000e+00
3.729500000000000000e+03 1.000000000000000000e+00
3.730500000000000000e+03 1.000000000000000000e+00
3.731500000000000000e+03 1.000000000000000000e+00
3.732500000000000000e+03 1.000000000000000000e+00
3.733500000000000000e+03 1.000000000000000000e+00
3.734500000000000000e+03 1.000000000000000000e+00
3.735500000000000000e+03 1.000000000000000000e+00
3.736500000000000000e+03 1.000000000000000000e+00
3.737500000000000000e+03 1.000000000000000000e+00
3.738500000000000000e+03 1.000000000000000000e+00
3.739500000000000000e+03 1.000000000000000000e+00
3.740500000000000000e+03 1.000000000000000000e+00
3.741500000000000000e+03 1.000000000000000000e+00
3.742500000000000000e+03 1.000000000000000000e+00
3.743500000000000000e+03 1.000000000000000000e+00
3.744500000000000000e+03 1.000000000000000000e+00
3.745500000000000000e+03 1.000000000000000000e+00
3.746500000000000000e+03 1.000000000000000000e+00
3.747500000000000000e+03 1.000000000000000000e+00
3.748500000000000000e+03 1.000000000000000000e+00
3.749500000000000000e+03 1.000000000000000000e+00
3.750500000000000000e+03 1.000000000000000000e+00
3.751500000000000000e+03 1.000000000000000000e+00
3.752500000000000000e+03 1.000000000000000000e+00
3.753500000000000000e+03 1.000000000000000000e+00
3.754500000000000000e+03 1.000000000000000000e+00
3.755500000000000000e+03 1.000000000000000000e+00
3.756500000000000000e+03 1.000000000000000000e+00
3.757500000000000000e+03 1.000000000000000000e+00
3.758500000000000000e+03 1.000000000000000000e+00
3.759500000000000000e+03 1.000000000000000000e+00
3.760500000000000000e+03 1.000000000000000000e+00
3.761500000000000000e+03 1.000000000000000000e+00
3.762500000000000000e+03 1.000000000000000000e+00
3.763500000000000000e+03 1.000000000000000000e+00
3.764500000000000000e+03 1.000000000000000000e+00
3.765500000000000000e+03 1.000000000000000000e+00
3.766500000000000000e+03 1.000000000000000000e+00
3.767500000000000000e+03 1.000000000000000000e+00
3.768500000000000000e+03 1.000000000000000000e+00
3.769500000000000000e+03 1.000000000000000000e+00
3.770500000000000000e+03 1.000000000000000000e+00
3.771500000000000000e+03 1.000000000000000000e+00
3.772500000000000000e+03 1.000000000000000000e+00
3.773500000000000000e+03 1.000000000000000000e+00
3.774500000000000000e+03 1.000000000000000000e+00
3.775500000000000000e+03 1.000000000000000000e+00
3.776500000000000000e+03 1.000000000000000000e+00
3.777500000000000000e+03 1.000000000000000000e+00
3.778500000000000000e+03 1.000000000000000000e+00
3.779500000000000000e+03 1.000000000000000000e+00
3.780500000000000000e+03 1.000000000000000000e+00
3.781500000000000000e+03 1.000000000000000000e+00
3.782500000000000000e+03 1.000000000000000000e+00
3.783500000000000000e+03 1.000000000000000000e+00
3.784500000000000000e+03 1.000000000000000000e+00
3.785500000000000000e+03 1.000000000000000000e+00
3.786500000000000000e+03 1.000000000000000000e+00
3.787500000000000000e+03 1.000000000000000000e+00
3.788500000000000000e+03 1.000000000000000000e+00
3.789500000000000000e+03 1.000000000000000000e+00
3.790500000000000000e+03 1.000000000000000000e+00
3.791500000000000000e+03 1.000000000000000000e+00
3.792500000000000000e+03 1.000000000000000000e+00
3.793500000000000000e+03 1.000000000000000000e+00
3.794500000000000000e+03 1.000000000000000000e+00
3.795500000000000000e+03 1.000000000000000000e+00
3.796500000000000000e+03 1.000000000000000000e+00
3.797500000000000000e+03 1.000000000000000000e+00
3.798500000000000000e+03 1.000000000000000000e+00
3.799500000000000000e+03 1.000000000000000000e+00
3.800500000000000000e+03 1.000000000000000000e+00
3.801500000000000000e+03 1.000000000000000000e+00
3.802500000000000000e+03 1.000000000000000000e+00
3.803500000000000000e+03 1.000000000000000000e+00
3.804500000000000000e+03 1.000000000000000000e+00
3.805500000000000000e+03 1.000000000000000000e+00
3.806500000000000000e+03 1.000000000000000000e+00
3.807500000000000000e+03 1.000000000000000000e+00
3.808500000000000000e+03 1.000000000000000000e+00
3.809500000000000000e+03 1.000000000000000000e+00
3.810500000000000000e+03 1.000000000000000000e+00
3.811500000000000000e+03 1.000000000000000000e+00
3.812500000000000000e+03 1.000000000000000000e+00
3.813500000000000000e+03 1.000000000000000000e+00
3.814500000000000000e+03 1.000000000000000000e+00
3.815500000000000000e+03 1.000000000000000000e+00
3.816500000000000000e+03 1.000000000000000000e+00
3.817500000000000000e+03 1.000000000000000000e+00
3.818500000000000000e+03 1.000000000000000000e+00
3.819500000000000000e+03 1.000000000000000000e+00
3.820500000000000000e+03 1.000000000000000000e+00
3.821500000000000000e+03 1.000000000000000000e+00
3.822500000000000000e+03 1.000000000000000000e+00
3.823500000000000000e+03 1.000000000000000000e+00
3.824500000000000000e+03 1.000000000000000000e+00
3.825500000000000000e+03 1.000000000000000000e+00
3.826500000000000000e+03 1.000000000000000000e+00
3.827500000000000000e+03 1.000000000000000000e+00
3.828500000000000000e+03 1.000000000000000000e+00
3.829500000000000000e+03 1.000000000000000000e+00
3.830500000000000000e+03 1.000000000000000000e+00
3.831500000000000000e+03 1.000000000000000000e+00
3.832500000000000000e+03 1.000000000000000000e+00
3.833500000000000000e+03 1.000000000000000000e+00
3.834500000000000000e+03 1.000000000000000000e+00
3.835500000000000000e+03 1.000000000000000000e+00
3.836500000000000000e+03 1.000000000000000000e+00
3.837500000000000000e+03 1.000000000000000000e+00
3.838500000000000000e+03 1.000000000000000000e+00
3.839500000000000000e+03 1.000000000000000000e+00
3.840500000000000000e+03 1.000000000000000000e+00
3.841500000000000000e+03 1.000000000000000000e+00
3.842500000000000000e+03 1.000000000000000000e+00
3.843500000000000000e+03 1.000000000000000000e+00
3.844500000000000000e+03 1.000000000000000000e+00
3.845500000000000000e+03 1.000000000000000000e+00
3.846500000000000000e+03 1.000000000000000000e+00
3.847500000000000000e+03 1.000000000000000000e+00
3.848500000000000000e+03 1.000000000000000000e+00
3.849500000000000000e+03 1.000000000000000000e+00
3.850500000000000000e+03 1.000000000000000000e+00
3.851500000000000000e+03 1.000000000000000000e+00
3.852500000000000000e+03 1.000000000000000000e+00
3.853500000000000000e+03 1.000000000000000000e+00
3.854500000000000000e+03 1.000000000000000000e+00
3.855500000000000000e+03 1.000000000000000000e+00
3.856500000000000000e+03 1.000000000000000000e+00
3.857500000000000000e+03 1.000000000000000000e+00
3.858500000000000000e+03 1.000000000000000000e+00
3.859500000000000000e+03 1.000000000000000000e+00
3.860500000000000000e+03 1.000000000000000000e+00
3.861500000000000000e+03 1.000000000000000000e+00
3.862500000000000000e+03 1.000000000000000000e+00
3.863500000000000000e+03 1.000000000000000000e+00
3.864500000000000000e+03 1.000000000000000000e+00
3.865500000000000000e+03 1.000000000000000000e+00
3.866500000000000000e+03 1.000000000000000000e+00
3.867500000000000000e+03 1.000000000000000000e+00
3.868500000000000000e+03 1.000000000000000000e+00
3.869500000000000000e+03 1.000000000000000000e+00
3.870500000000000000e+03 1.000000000000000000e+00
3.871500000000000000e+03 1.000000000000000000e+00
3.872500000000000000e+03 1.000000000000000000e+00
3.873500000000000000e+03 1.000000000000000000e+00
3.874500000000000000e+03 1.000000000000000000e+00
3.875500000000000000e+03 1.000000000000000000e+00
3.876500000000000000e+03 1.000000000000000000e+00
3.877500000000000000e+03 1.000000000000000000e+00
3.878500000000000000e+03 1.000000000000000000e+00
3.879500000000000000e+03 1.000000000000000000e+00
3.880500000000000000e+03 1.000000000000000000e+00
3.881500000000000000e+03 1.000000000000000000e+00
3.882500000000000000e+03 1.000000000000000000e+00
3.883500000000000000e+03 1.000000000000000000e+00
3.884500000000000000e+03 1.000000000000000000e+00
3.885500000000000000e+03 1.000000000000000000e+00
3.886500000000000000e+03 1.000000000000000000e+00
3.887500000000000000e+03 1.000000000000000000e+00
3.888500000000000000e+03 1.000000000000000000e+00
3.889500000000000000e+03 1.000000000000000000e+00
3.890500000000000000e+03 1.000000000000000000e+00
3.891500000000000000e+03 1.000000000000000000e+00
3.892500000000000000e+03 1.000000000000000000e+00
3.893500000000000000e+03 1.000000000000000000e+00
3.894500000000000000e+03 1.000000000000000000e+00
3.895500000000000000e+03 1.000000000000000000e+00
3.896500000000000000e+03 1.000000000000000000e+00
3.897500000000000000e+03 1.000000000000000000e+00
3.898500000000000000e+03 1.000000000000000000e+00
3.899500000000000000e+03 1.000000000000000000e+00
3.900500000000000000e+03 1.000000000000000000e+00
3.901500000000000000e+03 1.000000000000000000e+00
3.902500000000000000e+03 1.000000000000000000e+00
3.903500000000000000e+03 1.000000000000000000e+00
3.904500000000000000e+03 1.000000000000000000e+00
3.905500000000000000e+03 1.000000000000000000e+00
3.906500000000000000e+03 1.000000000000000000e+00
3.907500000000000000e+03 1.000000000000000000e+00
3.908500000000000000e+03 1.000000000000000000e+00
3.909500000000000000e+03 1.000000000000000000e+00
3.910500000000000000e+03 1.000000000000000000e+00
3.911500000000000000e+03 1.000000000000000000e+00
3.912500000000000000e+03 1.000000000000000000e+00
3.913500000000000000e+03 1.000000000000000000e+00
3.914500000000000000e+03 1.000000000000000000e+00
3.915500000000000000e+03 1.000000000000000000e+00
3.916500000000000000e+03 1.000000000000000000e+00
3.917500000000000000e+03 1.000000000000000000e+00
3.918500000000000000e+03 1.000000000000000000e+00
3.919500000000000000e+03 1.000000000000000000e+00
3.920500000000000000e+03 1.000000000000000000e+00
3.921500000000000000e+03 1.000000000000000000e+00
3.922500000000000000e+03 1.000000000000000000e+00
3.923500000000000000e+03 1.000000000000000000e+00
3.924500000000000000e+03 1.000000000000000000e+00
3.925500000000000000e+03 1.000000000000000000e+00
3.926500000000000000e+03 1.000000000000000000e+00
3.927500000000000000e+03 1.000000000000000000e+00
3.928500000000000000e+03 1.000000000000000000e+00
3.929500000000000000e+03 1.000000000000000000e+00
3.930500000000000000e+03 1.000000000000000000e+00
3.931500000000000000e+03 1.000000000000000000e+00
3.932500000000000000e+03 1.000000000000000000e+00
3.933500000000000000e+03 1.000000000000000000e+00
3.934500000000000000e+03 1.000000000000000000e+00
3.935500000000000000e+03 1.000000000000000000e+00
3.936500000000000000e+03 1.000000000000000000e+00
3.937500000000000000e+03 1.000000000000000000e+00
3.938500000000000000e+03 1.000000000000000000e+00
3.939500000000000000e+03 1.000000000000000000e+00
3.940500000000000000e+03 1.000000000000000000e+00
3.941500000000000000e+03 1.000000000000000000e+00
3.942500000000000000e+03 1.000000000000000000e+00
3.943500000000000000e+03 1.000000000000000000e+00
3.944500000000000000e+03 1.000000000000000000e+00
3.945500000000000000e+03 1.000000000000000000e+00
3.946500000000000000e+03 1.000000000000000000e+00
3.947500000000000000e+03 1.000000000000000000e+00
3.948500000000000000e+03 1.000000000000000000e+00
3.949500000000000000e+03 1.000000000000000000e+00
3.950500000000000000e+03 1.000000000000000000e+00
3.951500000000000000e+03 1.000000000000000000e+00
3.952500000000000000e+03 1.000000000000000000e+00
3.953500000000000000e+03 1.000000000000000000e+00
3.954500000000000000e+03 1.000000000000000000e+00
3.955500000000000000e+03 1.000000000000000000e+00
3.956500000000000000e+03 1.000000000000000000e+00
3.957500000000000000e+03 1.000000000000000000e+00
3.958500000000000000e+03 1.000000000000000000e+00
3.959500000000000000e+03 1.000000000000000000e+00
3.960500000000000000e+03 1.000000000000000000e+00
3.961500000000000000e+03 1.000000000000000000e+00
3.962500000000000000e+03 1.000000000000000000e+00
3.963500000000000000e+03 1.000000000000000000e+00
3.964500000000000000e+03 1.000000000000000000e+00
3.965500000000000000e+03 1.000000000000000000e+00
3.966500000000000000e+03 1.000000000000000000e+00
3.967500000000000000e+03 1.000000000000000000e+00
3.968500000000000000e+03 1.000000000000000000e+00
3.969500000000000000e+03 1.000000000000000000e+00
3.970500000000000000e+03 1.000000000000000000e+00
3.971500000000000000e+03 1.000000000000000000e+00
3.972500000000000000e+03 1.000000000000000000e+00
3.973500000000000000e+03 1.000000000000000000e+00
3.974500000000000000e+03 1.000000000000000000e+00
3.975500000000000000e+03 1.000000000000000000e+00
3.976500000000000000e+03 1.000000000000000000e+00
3.977500000000000000e+03 1.000000000000000000e+00
3.978500000000000000e+03 1.000000000000000000e+00
3.979500000000000000e+03 1.000000000000000000e+00
3.980500000000000000e+03 1.000000000000000000e+00
3.981500000000000000e+03 1.000000000000000000e+00
3.982500000000000000e+03 1.000000000000000000e+00
3.983500000000000000e+03 1.000000000000000000e+00
3.984500000000000000e+03 1.000000000000000000e+00
3.985500000000000000e+03 1.000000000000000000e+00
3.986500000000000000e+03 1.000000000000000000e+00
3.987500000000000000e+03 1.000000000000000000e+00
3.988500000000000000e+03 1.000000000000000000e+00
3.989500000000000000e+03 1.000000000000000000e+00
3.990500000000000000e+03 1.000000000000000000e+00
3.991500000000000000e+03 1.000000000000000000e+00
3.992500000000000000e+03 1.000000000000000000e+00
3.993500000000000000e+03 1.000000000000000000e+00
3.994500000000000000e+03 1.000000000000000000e+00
3.995500000000000000e+03 1.000000000000000000e+00
3.996500000000000000e+03 1.000000000000000000e+00
3.997500000000000000e+03 1.000000000000000000e+00
3.998500000000000000e+03 1.000000000000000000e+00
3.999500000000000000e+03 1.000000000000000000e+00
4.000500000000000000e+03 1.000000000000000000e+00
4.001500000000000000e+03 1.000000000000000000e+00
4.002500000000000000e+03 1.000000000000000000e+00
4.003500000000000000e+03 1.000000000000000000e+00
4.004500000000000000e+03 1.000000000000000000e+00
4.005500000000000000e+03 1.000000000000000000e+00
4.006500000000000000e+03 1.000000000000000000e+00
4.007500000000000000e+03 1.000000000000000000e+00
4.008500000000000000e+03 1.000000000000000000e+00
4.009500000000000000e+03 1.000000000000000000e+00
4.010500000000000000e+03 1.000000000000000000e+00
4.011500000000000000e+03 1.000000000000000000e+00
4.012500000000000000e+03 1.000000000000000000e+00
4.013500000000000000e+03 1.000000000000000000e+00
4.014500000000000000e+03 1.000000000000000000e+00
4.015500000000000000e+03 1.000000000000000000e+00
4.016500000000000000e+03 1.000000000000000000e+00
4.017500000000000000e+03 1.000000000000000000e+00
4.018500000000000000e+03 1.000000000000000000e+00
4.019500000000000000e+03 1.000000000000000000e+00
4.020500000000000000e+03 1.000000000000000000e+00
4.021500000000000000e+03 1.000000000000000000e+00
4.022500000000000000e+03 1.000000000000000000e+00
4.023500000000000000e+03 1.000000000000000000e+00
4.024500000000000000e+03 1.000000000000000000e+00
4.025500000000000000e+03 1.000000000000000000e+00
4.026500000000000000e+03 1.000000000000000000e+00
4.027500000000000000e+03 1.000000000000000000e+00
4.028500000000000000e+03 1.000000000000000000e+00
4.029500000000000000e+03 1.000000000000000000e+00
4.030500000000000000e+03 1.000000000000000000e+00
4.031500000000000000e+03 1.000000000000000000e+00
4.032500000000000000e+03 1.000000000000000000e+00
4.033500000000000000e+03 1.000000000000000000e+00
4.034500000000000000e+03 1.000000000000000000e+00
4.035500000000000000e+03 1.000000000000000000e+00
4.036500000000000000e+03 1.000000000000000000e+00
4.037500000000000000e+03 1.000000000000000000e+00
4.038500000000000000e+03 1.000000000000000000e+00
4.039500000000000000e+03 1.000000000000000000e+00
4.040500000000000000e+03 1.000000000000000000e+00
4.041500000000000000e+03 1.000000000000000000e+00
4.042500000000000000e+03 1.000000000000000000e+00
4.043500000000000000e+03 1.000000000000000000e+00
4.044500000000000000e+03 1.000000000000000000e+00
4.045500000000000000e+03 1.000000000000000000e+00
4.046500000000000000e+03 1.000000000000000000e+00
4.047500000000000000e+03 1.000000000000000000e+00
4.048500000000000000e+03 1.000000000000000000e+00
4.049500000000000000e+03 1.000000000000000000e+00
4.050500000000000000e+03 1.000000000000000000e+00
4.051500000000000000e+03 1.000000000000000000e+00
4.052500000000000000e+03 1.000000000000000000e+00
4.053500000000000000e+03 1.000000000000000000e+00
4.054500000000000000e+03 1.000000000000000000e+00
4.055500000000000000e+03 1.000000000000000000e+00
4.056500000000000000e+03 1.000000000000000000e+00
4.057500000000000000e+03 1.000000000000000000e+00
4.058500000000000000e+03 1.000000000000000000e+00
4.059500000000000000e+03 1.000000000000000000e+00
4.060500000000000000e+03 1.000000000000000000e+00
4.061500000000000000e+03 1.000000000000000000e+00
4.062500000000000000e+03 1.000000000000000000e+00
4.063500000000000000e+03 1.000000000000000000e+00
4.064500000000000000e+03 1.000000000000000000e+00
